school,conf,rk,w,l,wl,srs,sos,pts_for,pts_vs,pts_total,ap_pre,ap_high,ap_final,pts_diff,ncaa_result,ncaa_numeric,season,coaches,year
dayton,MW Coll,25,4.0,26.0,0.133,-5.32,5.33,61.5,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1992-93,Jim O'Brien (4-26),1992.0
dayton,MW Coll,26,15.0,15.0,0.5,3.14,3.04,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1991-92,Jim O'Brien (15-15),1991.0
dayton,MW Coll,27,14.0,15.0,0.483,1.09,-0.5,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1990-91,Jim O'Brien (14-15),1990.0
dayton,MW Coll,28,22.0,10.0,0.688,9.76,3.69,NA,NA,NA,30.0,30.0,30.0,NA,Lost Second Round,2.0,1989-90,Jim O'Brien (22-10),1989.0
dayton,MW Coll,29,12.0,17.0,0.414,-0.34,2.83,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1988-89,Don Donoher (12-17),1988.0
dayton,Ind,30,13.0,18.0,0.419,-3.22,3.43,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1987-88,Don Donoher (13-18),1987.0
dayton,Ind,31,13.0,15.0,0.464,0.79,3.42,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1986-87,Don Donoher (13-15),1986.0
dayton,Ind,32,17.0,13.0,0.567,6.18,2.88,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1985-86,Don Donoher (17-13),1985.0
dayton,Ind,33,19.0,10.0,0.655,9.24,4.55,NA,NA,NA,30.0,30.0,30.0,NA,Lost First Round,1.0,1984-85,Don Donoher (19-10),1984.0
dayton,Ind,34,21.0,11.0,0.656,8.59,4.93,NA,NA,NA,30.0,30.0,30.0,NA,Lost Regional Final,16.0,1983-84,Don Donoher (21-11),1983.0
dayton,Ind,35,18.0,10.0,0.643,6.31,1.27,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1982-83,Don Donoher (18-10),1982.0
dayton,Ind,36,21.0,9.0,0.7,3.68,0.21,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1981-82,Don Donoher (21-9),1981.0
dayton,Ind,37,18.0,11.0,0.621,2.64,-0.14,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1980-81,Don Donoher (18-11),1980.0
dayton,Ind,38,13.0,14.0,0.481,2.34,1.69,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1979-80,Don Donoher (13-14),1979.0
dayton,Ind,39,19.0,10.0,0.655,7.42,2.25,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1978-79,Don Donoher (19-10),1978.0
dayton,Ind,40,19.0,10.0,0.655,8.52,5.23,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1977-78,Don Donoher (19-10),1977.0
dayton,Ind,41,16.0,11.0,0.593,5.41,1.84,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1976-77,Don Donoher (16-11),1976.0
dayton,Ind,42,14.0,13.0,0.519,1.69,4.74,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1975-76,Don Donoher (14-13),1975.0
dayton,Ind,43,10.0,16.0,0.385,0.3,3.95,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1974-75,Don Donoher (10-16),1974.0
dayton,Ind,44,20.0,9.0,0.69,7.99,3.68,NA,NA,NA,30.0,16.0,20.0,NA,Lost Regional Semifinal,8.0,1973-74,Don Donoher (20-9),1973.0
dayton,Ind,45,13.0,13.0,0.5,0.59,1.85,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1972-73,Don Donoher (13-13),1972.0
dayton,Ind,46,13.0,13.0,0.5,-0.39,2.17,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1971-72,Don Donoher (13-13),1971.0
dayton,Ind,47,18.0,9.0,0.667,5.85,2.05,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1970-71,Don Donoher (18-9),1970.0
dayton,Ind,48,19.0,8.0,0.704,8.55,1.39,NA,NA,NA,30.0,30.0,30.0,NA,Lost First Round,1.0,1969-70,Don Donoher (19-8),1969.0
dayton,Ind,49,20.0,7.0,0.741,7.14,0.51,NA,NA,NA,30.0,17.0,30.0,NA,Lost First Round,1.0,1968-69,Don Donoher (20-7),1968.0
dayton,Ind,50,21.0,9.0,0.7,12.52,2.52,NA,NA,NA,6.0,6.0,30.0,NA,NA,0.0,1967-68,Don Donoher (21-9),1967.0
dayton,Ind,51,25.0,6.0,0.806,12.59,4.44,NA,NA,NA,30.0,30.0,30.0,NA,Lost National Final,40.0,1966-67,Don Donoher (25-6),1966.0
dayton,Ind,52,23.0,6.0,0.793,13.78,3.85,NA,NA,NA,30.0,30.0,30.0,NA,Lost Regional Semifinal,8.0,1965-66,Don Donoher (23-6),1965.0
dayton,Ind,53,22.0,7.0,0.759,8.27,1.19,NA,NA,NA,30.0,30.0,30.0,NA,Lost Regional Semifinal,8.0,1964-65,Don Donoher (22-7),1964.0
dayton,Ind,54,15.0,10.0,0.6,5.65,5.04,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1963-64,Tom Blackburn (15-10),1963.0
dayton,Ind,55,16.0,10.0,0.615,3.35,1.53,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1962-63,Tom Blackburn (16-10),1962.0
dayton,Ind,56,24.0,6.0,0.8,12.15,4.42,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1961-62,Tom Blackburn (24-6),1961.0
dayton,Ind,57,20.0,9.0,0.69,13.3,5.58,NA,NA,NA,30.0,20.0,30.0,NA,NA,0.0,1960-61,Tom Blackburn (20-9),1960.0
dayton,Ind,58,21.0,7.0,0.75,10.91,5.07,NA,NA,NA,30.0,13.0,30.0,NA,NA,0.0,1959-60,Tom Blackburn (21-7),1959.0
dayton,Ind,59,14.0,12.0,0.538,2.32,2.59,NA,NA,NA,30.0,20.0,30.0,NA,NA,0.0,1958-59,Tom Blackburn (14-12),1958.0
dayton,Ind,60,25.0,4.0,0.862,13.72,3.34,NA,NA,NA,30.0,8.0,11.0,NA,NA,0.0,1957-58,Tom Blackburn (25-4),1957.0
dayton,Ind,61,19.0,9.0,0.679,10.67,2.96,NA,NA,NA,30.0,15.0,30.0,NA,NA,0.0,1956-57,Tom Blackburn (19-9),1956.0
dayton,Ind,62,25.0,4.0,0.862,19.79,4.04,NA,NA,NA,30.0,2.0,3.0,NA,NA,0.0,1955-56,Tom Blackburn (25-4),1955.0
dayton,Ind,63,25.0,4.0,0.862,16.53,5.8,NA,NA,NA,30.0,4.0,9.0,NA,NA,0.0,1954-55,Tom Blackburn (25-4),1954.0
dayton,Ind,64,25.0,7.0,0.781,10.29,4.25,NA,NA,NA,30.0,14.0,30.0,NA,NA,0.0,1953-54,Tom Blackburn (25-7),1953.0
dayton,Ind,65,16.0,13.0,0.552,8.41,4.26,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1952-53,Tom Blackburn (16-13),1952.0
dayton,Ind,66,28.0,5.0,0.848,10.41,2.37,NA,NA,NA,30.0,11.0,11.0,NA,Lost Regional Semifinal,8.0,1951-52,Tom Blackburn (28-5),1951.0
dayton,Ind,67,27.0,5.0,0.844,14.58,1.68,NA,NA,NA,30.0,13.0,13.0,NA,NA,0.0,1950-51,Tom Blackburn (27-5),1950.0
dayton,Ind,68,24.0,8.0,0.75,3.4,-2.03,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1949-50,Tom Blackburn (24-8),1949.0
dayton,Ind,69,16.0,14.0,0.533,NA,NA,56.2,53.2,109.4,30.0,30.0,30.0,3.0,NA,0.0,1948-49,Tom Blackburn (16-14),1948.0
dayton,Ind,70,12.0,14.0,0.462,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1947-48,Tom Blackburn (12-14),1947.0
dayton,Ind,71,4.0,17.0,0.19,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1946-47,James Carter (4-17),1946.0
dayton,Ind,72,3.0,13.0,0.188,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1945-46,James Carter (3-13),1945.0
dayton,Ind,73,9.0,8.0,0.529,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1942-43,James Carter (9-8),1942.0
dayton,Ind,74,12.0,6.0,0.667,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1941-42,James Carter (12-6),1941.0
dayton,Ind,75,9.0,14.0,0.391,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1940-41,James Carter (9-14),1940.0
dayton,Ind,76,4.0,17.0,0.19,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1939-40,James Carter (4-17),1939.0
dayton,Ind,77,2.0,12.0,0.143,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1938-39,Joe Holsinger (2-12),1938.0
dayton,Ind,78,6.0,11.0,0.353,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1937-38,Joe Holsinger (6-11),1937.0
dayton,Ind,79,7.0,12.0,0.368,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1936-37,Joe Holsinger (7-12),1936.0
dayton,Ind,80,3.0,13.0,0.188,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1935-36,Joe Holsinger (3-13),1935.0
dayton,Ind,81,4.0,11.0,0.267,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1934-35,Louis Tschudi (4-11),1934.0
dayton,Ind,82,9.0,7.0,0.563,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1933-34,Louis Tschudi (9-7),1933.0
dayton,Ind,83,7.0,7.0,0.5,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1932-33,Bill Belanich (7-7),1932.0
dayton,Ind,84,3.0,12.0,0.2,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1931-32,Bill Belanich (3-12),1931.0
dayton,Ind,85,2.0,15.0,0.118,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1930-31,Bill Belanich (2-15),1930.0
dayton,Ind,86,4.0,14.0,0.222,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1929-30,Bill Belanich (4-14),1929.0
dayton,Ind,87,9.0,10.0,0.474,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1928-29,George Fitzgerald (9-10),1928.0
dayton,Ind,88,11.0,5.0,0.688,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1927-28,Harry Baujan (11-5),1927.0
dayton,Ind,89,10.0,9.0,0.526,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1926-27,Harry Baujan (10-9),1926.0
dayton,Ind,90,7.0,8.0,0.467,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1925-26,Harry Baujan (7-8),1925.0
dayton,Ind,91,9.0,11.0,0.45,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1924-25,Harry Baujan (9-11),1924.0
dayton,Ind,92,9.0,5.0,0.643,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1923-24,Harry Baujan (9-5),1923.0
dayton,Ind,93,8.0,8.0,0.5,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1922-23,Van Hill (8-8),1922.0
dayton,Ind,94,6.0,8.0,0.429,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1921-22,William Sherry (6-8),1921.0
dayton,Ind,95,6.0,16.0,0.273,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1920-21,Dutch Thiele (6-16),1920.0
dayton,Ind,96,5.0,8.0,0.385,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1919-20,Harry Solimano (5-8),1919.0
dayton,Ind,97,3.0,4.0,0.429,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1918-19,Alphonse Mahrt (3-4),1918.0
dayton,Ind,98,2.0,4.0,0.333,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1917-18,Alphonse Mahrt (2-4),1917.0
dayton,Ind,99,8.0,3.0,0.727,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1916-17,Alfred McCray (8-3),1916.0
dayton,Ind,100,11.0,2.0,0.846,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1915-16,Alfred McCray (11-2),1915.0
dayton,Ind,101,4.0,4.0,0.5,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1914-15,Alphonse Mahrt (4-4),1914.0
dayton,Ind,102,5.0,4.0,0.556,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1913-14,Harry Solimano (5-4),1913.0
dayton,Ind,103,11.0,0.0,1.0,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1912-13,Harry Solimano (11-0),1912.0
dayton,Ind,104,13.0,0.0,1.0,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1911-12,Harry Solimano (13-0),1911.0
dayton,Ind,105,10.0,0.0,1.0,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1910-11,William O'Malley (10-0),1910.0
dayton,Ind,106,5.0,6.0,0.455,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1909-10,William O'Malley (5-6),1909.0
dayton,Ind,107,12.0,2.0,0.857,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1908-09,No coach,1908.0
dayton,Ind,108,10.0,3.0,0.769,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1907-08,No coach,1907.0
dayton,Ind,109,14.0,0.0,1.0,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1906-07,No coach,1906.0
dayton,Ind,110,7.0,2.0,0.778,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1905-06,No coach,1905.0
dayton,Ind,111,6.0,1.0,0.857,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1904-05,No coach,1904.0
dayton,Ind,112,5.0,1.0,0.833,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1903-04,No coach,1903.0
delaware,CAA,1,13.0,20.0,0.394,-9.77,-1.22,65.4,72.2,137.60000000000002,30.0,30.0,30.0,-6.799999999999997,NA,0.0,2016-17,Martin Ingelsby (13-20),2016.0
delaware,CAA,2,7.0,23.0,0.233,-8.62,0.85,66.2,75.7,141.9,30.0,30.0,30.0,-9.5,NA,0.0,2015-16,Monte Ross (7-23),2015.0
delaware,CAA,3,10.0,20.0,0.333,-7.76,-1.69,66.0,72.0,138.0,30.0,30.0,30.0,-6.0,NA,0.0,2014-15,Monte Ross (10-20),2014.0
delaware,CAA,4,25.0,10.0,0.714,2.73,-1.1,79.5,75.7,155.2,30.0,30.0,30.0,3.799999999999997,Lost Second Round,2.0,2013-14,Monte Ross (25-10),2013.0
delaware,CAA,5,19.0,14.0,0.576,-0.78,-0.81,69.0,68.9,137.9,30.0,30.0,30.0,0.09999999999999432,NA,0.0,2012-13,Monte Ross (19-14),2012.0
delaware,CAA,6,18.0,14.0,0.563,-1.61,-2.18,68.9,68.4,137.3,30.0,30.0,30.0,0.5,NA,0.0,2011-12,Monte Ross (18-14),2011.0
delaware,CAA,7,14.0,17.0,0.452,-3.79,-0.11,62.9,66.6,129.5,30.0,30.0,30.0,-3.6999999999999957,NA,0.0,2010-11,Monte Ross (14-17),2010.0
delaware,CAA,8,7.0,24.0,0.226,-7.86,1.37,63.4,72.6,136.0,30.0,30.0,30.0,-9.199999999999996,NA,0.0,2009-10,Monte Ross (7-24),2009.0
delaware,CAA,9,13.0,19.0,0.406,-4.83,-2.64,67.9,70.1,138.0,30.0,30.0,30.0,-2.1999999999999886,NA,0.0,2008-09,Monte Ross (13-19),2008.0
delaware,CAA,10,14.0,17.0,0.452,-5.82,-2.43,63.1,66.5,129.6,30.0,30.0,30.0,-3.3999999999999986,NA,0.0,2007-08,Monte Ross (14-17),2007.0
delaware,CAA,11,5.0,26.0,0.161,-11.41,-2.06,60.5,69.8,130.3,30.0,30.0,30.0,-9.299999999999997,NA,0.0,2006-07,Monte Ross (5-26),2006.0
delaware,CAA,12,9.0,21.0,0.3,-5.31,-0.54,66.1,70.9,137.0,30.0,30.0,30.0,-4.800000000000011,NA,0.0,2005-06,David Henderson (9-21),2005.0
delaware,CAA,13,11.0,20.0,0.355,-5.66,-2.47,65.1,68.3,133.39999999999998,30.0,30.0,30.0,-3.200000000000003,NA,0.0,2004-05,David Henderson (11-20),2004.0
delaware,CAA,14,16.0,12.0,0.571,-0.66,-1.95,71.0,69.7,140.7,30.0,30.0,30.0,1.2999999999999972,NA,0.0,2003-04,David Henderson (16-12),2003.0
delaware,CAA,15,15.0,14.0,0.517,-1.22,-1.54,68.6,68.3,136.89999999999998,30.0,30.0,30.0,0.29999999999999716,NA,0.0,2002-03,David Henderson (15-14),2002.0
delaware,CAA,16,14.0,16.0,0.467,-1.57,-1.4,66.7,66.9,133.60000000000002,30.0,30.0,30.0,-0.20000000000000284,NA,0.0,2001-02,David Henderson (14-16),2001.0
delaware,AEC,17,20.0,10.0,0.667,1.9,-6.04,75.1,67.1,142.2,30.0,30.0,30.0,8.0,NA,0.0,2000-01,David Henderson (20-10),2e3
delaware,AEC,18,24.0,8.0,0.75,-0.12,-7.75,76.5,68.8,145.3,30.0,30.0,30.0,7.700000000000003,NA,0.0,1999-00,Mike Brey (24-8),1999.0
delaware,AEC,19,25.0,6.0,0.806,1.64,-7.88,77.2,67.7,144.9,30.0,30.0,30.0,9.5,Lost First Round,1.0,1998-99,Mike Brey (25-6),1998.0
delaware,AEC,20,20.0,10.0,0.667,-1.92,-3.42,73.0,70.4,143.4,30.0,30.0,30.0,2.5999999999999943,Lost First Round,1.0,1997-98,Mike Brey (20-10),1997.0
delaware,AEC,21,15.0,16.0,0.484,-0.13,-2.92,75.0,70.7,145.7,30.0,30.0,30.0,4.299999999999997,NA,0.0,1996-97,Mike Brey (15-16),1996.0
delaware,NAC,22,15.0,12.0,0.556,0.26,-3.38,74.2,67.7,141.9,30.0,30.0,30.0,6.5,NA,0.0,1995-96,Mike Brey (15-12),1995.0
delaware,NAC,23,12.0,15.0,0.444,-4.04,-3.48,75.8,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1994-95,Steve Steinwedel (12-15),1994.0
delaware,NAC,24,14.0,13.0,0.519,-5.62,-6.18,72.9,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1993-94,Steve Steinwedel (14-13),1993.0
delaware,NAC,25,22.0,8.0,0.733,-0.63,-5.63,74.8,NA,NA,30.0,30.0,30.0,NA,Lost First Round,1.0,1992-93,Steve Steinwedel (22-8),1992.0
delaware,NAC,26,27.0,4.0,0.871,0.33,-9.19,NA,NA,NA,30.0,30.0,30.0,NA,Lost First Round,1.0,1991-92,Steve Steinwedel (27-4),1991.0
delaware,ECC,27,16.0,13.0,0.552,-6.16,-7.3,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1990-91,Steve Steinwedel (16-13),1990.0
delaware,ECC,28,16.0,13.0,0.552,-3.41,-5.69,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1989-90,Steve Steinwedel (16-13),1989.0
delaware,ECC,29,14.0,14.0,0.5,-8.17,-8.0,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1988-89,Steve Steinwedel (14-14),1988.0
delaware,ECC,30,19.0,9.0,0.679,-4.83,-8.0,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1987-88,Steve Steinwedel (19-9),1987.0
delaware,ECC,31,12.0,16.0,0.429,-13.18,-6.89,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1986-87,Steve Steinwedel (12-16),1986.0
delaware,ECC,32,11.0,16.0,0.407,-12.92,-8.97,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1985-86,Steve Steinwedel (11-16),1985.0
delaware,ECC,33,12.0,16.0,0.429,-11.83,-7.07,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1984-85,Ron Rainey (12-16),1984.0
delaware,ECC,34,11.0,16.0,0.407,-13.81,-8.19,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1983-84,Ron Rainey (11-16),1983.0
delaware,ECC,35,11.0,14.0,0.44,-10.72,-7.33,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1982-83,Ron Rainey (11-14),1982.0
delaware,ECC,36,9.0,17.0,0.346,-11.87,-6.28,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1981-82,Ron Rainey (9-17),1981.0
delaware,ECC,37,6.0,19.0,0.24,-11.53,-6.49,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1980-81,Ron Rainey (6-19),1980.0
delaware,ECC,38,9.0,19.0,0.321,-16.24,-6.47,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1979-80,Ron Rainey (9-19),1979.0
delaware,ECC,39,5.0,22.0,0.185,-13.36,-6.28,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1978-79,Ron Rainey (5-22),1978.0
delaware,ECC,40,16.0,11.0,0.593,-9.39,-8.91,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1977-78,Ron Rainey (16-11),1977.0
delaware,ECC,41,12.0,13.0,0.48,-9.4,-8.07,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1976-77,Ron Rainey (12-13),1976.0
delaware,ECC,42,10.0,15.0,0.4,-10.34,-5.34,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1975-76,Don Harnum (10-15),1975.0
delaware,ECC,43,12.0,13.0,0.48,-7.24,-10.06,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1974-75,Don Harnum (12-13),1974.0
delaware,Mid-Atl,44,15.0,11.0,0.577,-11.27,-10.17,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1973-74,Don Harnum (15-11),1973.0
delaware,Mid-Atl,45,14.0,11.0,0.56,-9.04,-10.04,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1972-73,Don Harnum (14-11),1972.0
delaware,Mid-Atl,46,18.0,7.0,0.72,-2.96,-5.65,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1971-72,Don Harnum (18-7),1971.0
delaware,Mid-Atl,47,11.0,14.0,0.44,-15.03,-9.72,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1970-71,Dan Peters (11-14),1970.0
delaware,Mid-Atl,48,16.0,9.0,0.64,-14.44,-9.78,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1969-70,Dan Peters (16-9),1969.0
delaware,Mid-Atl,49,11.0,10.0,0.524,-18.8,-10.88,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1968-69,Dan Peters (11-10),1968.0
delaware,Mid-Atl,50,16.0,7.0,0.696,-7.6,-13.22,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1967-68,Dan Peters (16-7),1967.0
delaware,Mid-Atl,51,15.0,9.0,0.625,-12.75,-10.18,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1966-67,Dan Peters (15-9),1966.0
delaware,Mid-Atl,52,9.0,15.0,0.375,-19.66,-11.37,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1965-66,Irvin Wisniewski (9-15),1965.0
delaware,Mid-Atl,53,3.0,17.0,0.15,-31.8,-10.33,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1964-65,Irvin Wisniewski (3-17),1964.0
delaware,Mid-Atl,54,13.0,10.0,0.565,-20.62,-14.79,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1963-64,Irvin Wisniewski (13-10),1963.0
delaware,Mid-Atl,55,14.0,8.0,0.636,-10.33,-9.93,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1962-63,Irvin Wisniewski (14-8),1962.0
delaware,Mid-Atl,56,18.0,5.0,0.783,-6.18,-10.53,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1961-62,Irvin Wisniewski (18-5),1961.0
delaware,Mid-Atl,57,8.0,11.0,0.421,-13.67,-7.47,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1960-61,Irvin Wisniewski (8-11),1960.0
delaware,Mid-Atl,58,7.0,16.0,0.304,-27.09,-8.17,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1959-60,Irvin Wisniewski (7-16),1959.0
delaware,Mid-Atl,59,9.0,13.0,0.409,-16.84,-5.63,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1958-59,Irvin Wisniewski (9-13),1958.0
delaware,Ind,60,8.0,12.0,0.4,-26.39,-6.28,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1957-58,Irvin Wisniewski (8-12),1957.0
delaware,Ind,61,7.0,9.0,0.438,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1943-44,Edmund Prince (7-9),1943.0
delaware,Ind,62,13.0,2.0,0.867,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1919-20,Burton Shipley (13-2),1919.0
delaware,Ind,63,8.0,2.0,0.8,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1918-19,Burton Shipley (8-2),1918.0
delaware,Ind,64,5.0,6.0,0.455,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1917-18,William McAvoy (5-6),1917.0
delaware,Ind,65,8.0,6.0,0.571,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1916-17,William McAvoy (8-6),1916.0
delaware,Ind,66,7.0,4.0,0.636,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1915-16,William McAvoy (7-4),1915.0
delaware,Ind,67,5.0,7.0,0.417,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1914-15,William McAvoy (5-7),1914.0
delaware,Ind,68,3.0,6.0,0.333,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1913-14,William McAvoy (3-6),1913.0
delaware,Ind,69,1.0,6.0,0.143,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1912-13,William McAvoy (1-6),1912.0
delaware,Ind,70,2.0,10.0,0.167,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1911-12,William McAvoy (2-10),1911.0
delaware,Ind,71,7.0,6.0,0.538,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1910-11,William McAvoy (7-6),1910.0
delaware,Ind,72,6.0,6.0,0.5,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1909-10,William McAvoy (6-6),1909.0
delaware,Ind,73,4.0,7.0,0.364,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1908-09,Unknown,1908.0
delaware,Ind,74,5.0,6.0,0.455,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1907-08,Unknown,1907.0
delaware,Ind,75,6.0,5.0,0.545,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1906-07,Samuel Saunder (6-5),1906.0
delaware,Ind,76,3.0,4.0,0.429,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1905-06,Samuel Saunder (3-4),1905.0
